kind,detail
other,ANJT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DEWI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DEWI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KEEN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KEEN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NINE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NINE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSML.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSML.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BDKR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BDKR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IPCC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IPCC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ABMM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ABMM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RALS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RALS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BABY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BABY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TSPC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TSPC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PPRI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PPRI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RGAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RGAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PMUI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PMUI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ALII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ALII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GIAA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GIAA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AGRO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AGRO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HILL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HILL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMGA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMGA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TBLA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TBLA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TEBE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TEBE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SIMP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SIMP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INPC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INPC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSSR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSSR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JARR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JARR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TUGU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TUGU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SILO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SILO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,STRK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,STRK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPKR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPKR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NOBU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NOBU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BDMN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BDMN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMSM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMSM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KRAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KRAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PRDA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PRDA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ELIT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ELIT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HUMI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HUMI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HAJJ.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HAJJ.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,POWR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,POWR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BCAP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BCAP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DILD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DILD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CPRO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CPRO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BUVA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BUVA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GEMS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GEMS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OBAT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OBAT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HAIS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HAIS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PART.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PART.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MDLA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MDLA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KKGI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KKGI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BCIP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BCIP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DMMX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DMMX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NSSS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NSSS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TOTL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TOTL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VKTR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VKTR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HGII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HGII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KLAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KLAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WIIM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WIIM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPPA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPPA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FUTR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FUTR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RSCH.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RSCH.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WOOD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WOOD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JATI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JATI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BNLI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BNLI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NEST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NEST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DKHH.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DKHH.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SATU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SATU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GZCO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GZCO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BHAT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BHAT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MMIX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MMIX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HEXA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HEXA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CENT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CENT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WINS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WINS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IKAN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IKAN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SRAJ.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SRAJ.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PIPA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PIPA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MBSS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MBSS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ISSP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ISSP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LIVE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LIVE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BWPT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BWPT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JIHD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JIHD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MMLP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MMLP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SGRO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SGRO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VTNY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VTNY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,APLN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,APLN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MLBI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MLBI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARNA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARNA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASLC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASLC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MLIA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MLIA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UCID.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UCID.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CAMP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CAMP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ADES.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ADES.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CMNP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CMNP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IMJS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IMJS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HOKI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HOKI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JTPE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JTPE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NICE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NICE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SURI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SURI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LEAD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LEAD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ROTI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ROTI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CFIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CFIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ADMF.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ADMF.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MDIY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MDIY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSBK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSBK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FAST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FAST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BEST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BEST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KAEF.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KAEF.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SGER.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SGER.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GOLF.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GOLF.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TBIG.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TBIG.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AISA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AISA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UNTD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UNTD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTMP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTMP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BABP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BABP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PAMG.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PAMG.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOLT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOLT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASGR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASGR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AREA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AREA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INDO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INDO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BIKE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BIKE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MLPT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MLPT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CNKO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CNKO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WTON.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WTON.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BLES.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BLES.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AYLS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AYLS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTPS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTPS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CGAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CGAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DRMA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DRMA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOAT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOAT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,YUPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,YUPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OKAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OKAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DCII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DCII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BYAN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BYAN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBHI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBHI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SUNI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SUNI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOGA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BOGA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PBSA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PBSA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CITA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CITA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PNIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PNIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IMAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IMAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IRRA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IRRA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JAWA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JAWA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BELI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BELI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FORU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FORU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMKM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMKM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DIVA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DIVA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AIMS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AIMS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RISE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RISE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAHA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAHA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BRRC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BRRC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GPSO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GPSO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPOW.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPOW.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KARW.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KARW.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VAST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VAST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOCI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOCI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FIRE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FIRE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,APEX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,APEX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UVCR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UVCR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JRPT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JRPT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RAAM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RAAM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BGTG.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BGTG.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WEGE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WEGE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOKA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOKA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAYA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MAYA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PBID.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PBID.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OPMS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OPMS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MSKY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MSKY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TMAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TMAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMDM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMDM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EURO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EURO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RMKE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RMKE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DNAR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DNAR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HALO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HALO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IPCM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IPCM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NASI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NASI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SFAN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SFAN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MREI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MREI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WAPO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
