kind,detail
other,GSMF.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SSTM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SSTM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RANC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RANC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BRAM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BRAM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CMPP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CMPP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DPUM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DPUM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ALKA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ALKA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NPGF.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NPGF.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TOSK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TOSK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PMJS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PMJS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LCKM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LCKM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KONI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KONI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GMTD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GMTD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASRM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASRM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CTBN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CTBN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LAJU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LAJU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOTS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOTS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARGO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARGO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASBI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASBI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RELI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RELI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GLVA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GLVA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NICK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NICK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASJT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASJT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KIOS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KIOS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HDFA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HDFA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IPAC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IPAC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,YULE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,YULE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TALF.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TALF.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NATO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NATO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BATA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BATA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ADCP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ADCP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBMD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBMD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DUTI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DUTI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BAPA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BAPA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BTON.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BTON.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TAYS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TAYS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,APII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,APII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BMAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BMAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MASB.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MASB.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,APLI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,APLI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BRNA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BRNA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SIPD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SIPD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FOOD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FOOD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NIRO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NIRO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MEDS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MEDS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NTBK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NTBK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GLOB.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GLOB.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TIFA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TIFA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DFAM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DFAM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FIMP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FIMP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ABDA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ABDA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BLTZ.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BLTZ.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BSWD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IBST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IBST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OMRE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OMRE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,POLI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,POLI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ROCK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ROCK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,YPAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,YPAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
